 Thu, 25 Mar 2021 11:35:52  INFO loginPage.py login [ line:27 ] 登录成功
 Thu, 25 Mar 2021 11:37:01  INFO supplierBackStage.py checkMyrecruit [ line:224 ] ——检查我的招募界面——
 Thu, 25 Mar 2021 11:37:03  INFO supplierBackStage.py checkMyrecruit [ line:231 ] ——我的招募界面显示正常——
 Thu, 25 Mar 2021 11:37:05  INFO supplierBackStage.py checkRecruitApply [ line:244 ] ——检查主动申请入库界面——
 Thu, 25 Mar 2021 11:37:06  INFO supplierBackStage.py checkRecruitApply [ line:248 ] ——主动申请入库界面显示正常——
 Thu, 25 Mar 2021 11:37:08  INFO supplierBackStage.py checkRecruitApply [ line:252 ] ——开发商入库界面正常打开——
 Thu, 25 Mar 2021 11:37:11  INFO supplierBackStage.py checkMenhumanage [ line:270 ] ——检查采购门户管理界面——
 Thu, 25 Mar 2021 11:37:19  INFO supplierBackStage.py checkMenhumanage [ line:278 ] ——采购门户管理界面显示有问题——
 Thu, 25 Mar 2021 11:37:20  INFO supplierBackStage.py checkRegistrationindex [ line:285 ] ——检查资格预审界面——
 Thu, 25 Mar 2021 11:37:21  INFO supplierBackStage.py checkRegistrationindex [ line:289 ] ——资格预审界面显示正常——
 Thu, 25 Mar 2021 11:37:23  INFO supplierBackStage.py checkBuscard [ line:302 ] ——检查名片交换界面——
 Thu, 25 Mar 2021 11:37:29  INFO supplierBackStage.py checkBuscard [ line:315 ] ——名片交换界面显示正常——
 Thu, 25 Mar 2021 11:37:31  INFO supplierBackStage.py checkStorage [ line:328 ] ——检查入库管理界面——
 Thu, 25 Mar 2021 11:37:31  INFO supplierBackStage.py checkStorage [ line:332 ] ——入库管理界面显示正常——
 Thu, 25 Mar 2021 11:37:33  INFO supplierBackStage.py checkOnlinemeeting [ line:344 ] ——检查我的对接会界面——
 Thu, 25 Mar 2021 11:37:34  INFO supplierBackStage.py checkOnlinemeeting [ line:348 ] ——我的对接会界面显示正常——
 Thu, 25 Mar 2021 11:37:36  INFO supplierBackStage.py checkSupplierArchive [ line:360 ] ——检查企业档案界面——
 Thu, 25 Mar 2021 11:37:37  INFO supplierBackStage.py checkSupplierArchive [ line:364 ] ——企业档案界面显示正常——
 Thu, 25 Mar 2021 11:37:39  INFO supplierBackStage.py checkWinbid [ line:376 ] ——检查中标发布界面——
 Thu, 25 Mar 2021 11:37:41  INFO supplierBackStage.py checkWinbid [ line:381 ] ——中标发布界面显示正常——
 Thu, 25 Mar 2021 11:37:43  INFO supplierBackStage.py checkCaseManage [ line:393 ] ——检查案例管理界面——
 Thu, 25 Mar 2021 11:37:44  INFO supplierBackStage.py checkCaseManage [ line:397 ] ——案例管理界面显示正常——
 Thu, 25 Mar 2021 11:37:46  INFO supplierBackStage.py checkProductManage [ line:409 ] ——检查产品管理界面——
 Thu, 25 Mar 2021 11:37:47  INFO supplierBackStage.py checkProductManage [ line:413 ] ——产品管理界面显示正常——
 Thu, 25 Mar 2021 11:37:49  INFO supplierBackStage.py checkArticleList [ line:425 ] ——检查企业风采界面——
 Thu, 25 Mar 2021 11:37:49  INFO supplierBackStage.py checkArticleList [ line:429 ] ——企业风采界面显示正常——
 Thu, 25 Mar 2021 11:37:51  INFO supplierBackStage.py checkShowroom [ line:441 ] ——检查展厅轮播图界面——
 Thu, 25 Mar 2021 11:37:52  INFO supplierBackStage.py checkShowroom [ line:445 ] ——展厅轮播图界面显示正常——
 Thu, 25 Mar 2021 11:37:54  INFO supplierBackStage.py checkAdmanage [ line:457 ] ——检查广告位管理界面——
 Thu, 25 Mar 2021 11:37:56  INFO supplierBackStage.py checkAdmanage [ line:461 ] ——广告位管理界面显示正常——
 Thu, 25 Mar 2021 11:37:58  INFO supplierBackStage.py checkTargetedPromotion [ line:473 ] ——检查定向推广界面——
 Thu, 25 Mar 2021 11:37:58  INFO supplierBackStage.py checkTargetedPromotion [ line:477 ] ——定向推广界面显示正常——
 Thu, 25 Mar 2021 11:38:00  INFO supplierBackStage.py checkDomain [ line:489 ] ——检查二级域名界面——
 Thu, 25 Mar 2021 11:38:00  INFO supplierBackStage.py checkDomain [ line:493 ] ——二级域名界面显示正常——
 Thu, 25 Mar 2021 11:38:02  INFO supplierBackStage.py checkAccountManage [ line:505 ] ——检查账号管理界面——
 Thu, 25 Mar 2021 11:38:03  INFO supplierBackStage.py checkAccountManage [ line:509 ] ——账号管理界面显示正常——
 Thu, 25 Mar 2021 11:38:05  INFO supplierBackStage.py checkCompanyHall [ line:521 ] ——检查企业展厅——
 Thu, 25 Mar 2021 11:38:23  INFO supplierBackStage.py checkCompanyHall [ line:532 ] ——企业展厅界面显示有问题——
 Thu, 25 Mar 2021 11:38:33  INFO loginPage.py login [ line:27 ] 登录成功
 Thu, 25 Mar 2021 11:38:33  INFO supplierBackStage.py checkCompanyHall [ line:521 ] ——检查企业展厅——
